Model-Year,Make,Model,Vehicle-Class,Engine-Size,Cylinders,Transmission,Fuel-Type,Fuel-Consumption-City,Fuel-Consumption-Hwy,Fuel-Consumption-Comb,CO2-Emissions
2019,Dodge,Durango AWD,SUV: Standard,3.6,6,A8,X,12.7,9.6,11.3,265
2019,Dodge,Durango AWD,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,331
2019,Dodge,Durango AWD SRT,SUV: Standard,6.4,8,A8,Z,18.3,12.2,15.6,363
2019,Dodge,Grand Caravan FFV,Minivan,3.6,6,A6,X,13.7,9.4,11.8,276
2019,Dodge,Grand Caravan FFV,Minivan,3.6,6,A6,E,19.4,13.3,16.7,274
2019,Dodge,Journey,SUV: Small,2.4,4,A4,X,12.7,9.2,11.1,261
2019,Dodge,Journey FFV,SUV: Small,3.6,6,A6,X,14.2,9.5,12.1,284
2019,Dodge,Journey FFV,SUV: Small,3.6,6,A6,E,19.1,13.2,16.4,274
2019,Dodge,Journey AWD,SUV: Small,3.6,6,A6,X,14.5,10,12.4,292
2019,FIAT,124 Spider,Two-seater,1.4,4,A6,X,9.3,6.5,8,187
2019,FIAT,124 Spider,Two-seater,1.4,4,M6,X,9,6.7,7.9,185
2019,FIAT,500,Minicompact,1.4,4,A6,X,9.7,7.4,8.7,203
2019,FIAT,500,Minicompact,1.4,4,M5,X,8.5,7.1,7.9,186
2019,FIAT,500L,Station wagon: Small,1.4,4,A6,X,10.7,7.9,9.4,221
2019,FIAT,500X AWD,SUV: Small,1.3,4,A9,X,10,7.9,9.1,213
2019,Ford,EcoSport,SUV: Small,1,3,AS6,X,8.6,8.1,8.4,196
2019,Ford,EcoSport AWD,SUV: Small,2,4,AS6,X,10.2,8,9.3,218
2019,Ford,Edge,SUV: Small,2,4,AS8,X,10.9,8,9.6,224
2019,Ford,Edge AWD,SUV: Small,2,4,AS8,X,11.4,8.3,10,233
2019,Ford,Edge AWD,SUV: Small,2.7,6,AS8,X,12.6,9.2,11,259
2019,Ford,Escape,SUV: Small,1.5,4,AS6,X,10.2,7.8,9.1,214
2019,Ford,Escape FFV,SUV: Small,2.5,4,AS6,X,11,8,9.6,226
2019,Ford,Escape FFV,SUV: Small,2.5,4,AS6,E,15,10.8,13.1,218
2019,Ford,Escape AWD,SUV: Small,1.5,4,AS6,X,11.2,8.4,9.9,232
2019,Ford,Escape AWD,SUV: Small,2,4,AS6,X,11.5,8.7,10.2,239
2019,Ford,Expedition 4X4,SUV: Standard,3.5,6,AS10,X,14.1,10.6,12.5,293
2019,Ford,Expedition MAX 4X4,SUV: Standard,3.5,6,AS10,X,14.7,11.2,13.1,307
2019,Ford,Explorer AWD,SUV: Standard,2.3,4,AS6,X,13.1,9.2,11.4,267
2019,Ford,Explorer AWD,SUV: Standard,3.5,6,AS6,X,15.2,10.9,13.2,311
2019,Ford,Explorer FFV AWD,SUV: Standard,3.5,6,AS6,X,14.5,10.6,12.7,299
2019,Ford,Explorer FFV AWD,SUV: Standard,3.5,6,AS6,E,19.8,14.3,17.3,288
2019,Ford,F-150,Pickup truck: Standard,2.7,6,AS10,X,12,9,10.6,249
2019,Ford,F-150 (LT Tire Pkg),Pickup truck: Standard,2.7,6,AS10,X,12.4,9.4,11.1,260
2019,Ford,F-150 (Payload Pkg),Pickup truck: Standard,2.7,6,AS10,X,12.4,9.4,11.1,260
2019,Ford,F-150,Pickup truck: Standard,3,6,AS10,D,10.8,8,9.5,256
2019,Ford,F-150 (LT Tire Pkg),Pickup truck: Standard,3,6,AS10,D,10.8,8.4,9.7,260
2019,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS6,X,12.2,9.3,10.9,256
2019,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS6,E,16.7,12.6,14.9,247
2019,Ford,F-150 FFV (LT Tire Pkg),Pickup truck: Standard,3.3,6,AS6,X,12.4,9.8,11.2,263
2019,Ford,F-150 FFV (LT Tire Pkg),Pickup truck: Standard,3.3,6,AS6,E,16.7,12.6,14.9,247
2019,Ford,F-150,Pickup truck: Standard,3.5,6,AS10,X,13.5,10.1,12,281
2019,Ford,F-150 (LT Tire Pkg),Pickup truck: Standard,3.5,6,AS10,X,13.8,10.7,12.4,291
2019,Ford,F-150 (Payload Pkg),Pickup truck: Standard,3.5,6,AS10,X,13.9,11.2,12.7,298
2019,Ford,F-150 FFV,Pickup truck: Standard,5,8,AS10,X,13.9,10.2,12.2,287
2019,Ford,F-150 FFV,Pickup truck: Standard,5,8,AS10,E,20.3,14,17.4,290
2019,Ford,F-150 FFV (LT Tire Pkg),Pickup truck: Standard,5,8,AS10,X,14.7,11.2,13.1,308
2019,Ford,F-150 FFV (LT Tire Pkg),Pickup truck: Standard,5,8,AS10,E,20.3,14,17.5,290
2019,Ford,F-150 FFV (Payload Pkg),Pickup truck: Standard,5,8,AS10,X,15.6,11.8,13.9,326
2019,Ford,F-150 FFV (Payload Pkg),Pickup truck: Standard,5,8,AS10,E,20.4,14,17.5,291
2019,Ford,F-150 4X4,Pickup truck: Standard,2.7,6,AS10,X,12.7,9.8,11.4,268
2019,Ford,F-150 4X4 (LT Tire Pkg),Pickup truck: Standard,2.7,6,AS10,X,13.1,10.2,11.8,277
2019,Ford,F-150 4X4 (Payload Pkg),Pickup truck: Standard,2.7,6,AS10,X,13.1,10.2,11.8,277
2019,Ford,F-150 4X4,Pickup truck: Standard,3,6,AS10,D,11.8,9.3,10.7,287
2019,Ford,F-150 4X4 (LT Tire Pkg),Pickup truck: Standard,3,6,AS10,D,11.8,9.3,10.7,287
2019,Ford,F-150 4X4 XL/XLT,Pickup truck: Standard,3,6,AS10,D,11.2,8.3,9.9,266
2019,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6,AS6,X,12.8,10.2,11.6,273
2019,Ford,F-150 FFV 4X4,Pickup truck: Standard,3.3,6,AS6,E,17.5,13.8,15.8,263
2019,Ford,F-150 FFV 4X4 (LT Tire Pkg),Pickup truck: Standard,3.3,6,AS6,X,13.8,10.7,12.4,291
2019,Ford,F-150 FFV 4X4 (LT Tire Pkg),Pickup truck: Standard,3.3,6,AS6,E,17.5,13.7,15.8,263
2019,Ford,F-150 4X4,Pickup truck: Standard,3.5,6,AS10,X,14.3,10.5,12.5,295
2019,Ford,F-150 4X4 (LT Tire Pkg),Pickup truck: Standard,3.5,6,AS10,X,14.7,10.7,12.9,303
2019,Ford,F-150 4X4 (Payload Pkg),Pickup truck: Standard,3.5,6,AS10,X,14.7,11.2,13.1,308
2019,Ford,F-150 4X4 Limited,Pickup truck: Standard,3.5,6,AS10,X,13.8,11.2,12.6,296
2019,Ford,F-150 FFV 4X4,Pickup truck: Standard,5,8,AS10,X,15.1,11,13.3,312
2019,Ford,F-150 FFV 4X4,Pickup truck: Standard,5,8,AS10,E,20,15.6,18,300
2019,Ford,F-150 FFV 4X4 (LT Tire Pkg),Pickup truck: Standard,5,8,AS10,X,15.7,11.8,13.9,326
2019,Ford,F-150 FFV 4X4 (LT Tire Pkg),Pickup truck: Standard,5,8,AS10,E,20,15.6,18,300
2019,Ford,F-150 FFV 4X4 (Payload Pkg),Pickup truck: Standard,5,8,AS10,X,16.8,12.4,14.8,347
2019,Ford,F-150 FFV 4X4 (Payload Pkg),Pickup truck: Standard,5,8,AS10,E,21.3,17.2,19.5,323
2019,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6,AS10,X,15.3,13.1,14.3,336
2019,Ford,Flex,SUV: Standard,3.5,6,AS6,X,14.7,10.2,12.7,298
2019,Ford,Flex AWD,SUV: Standard,3.5,6,AS6,X,14.7,10.7,12.9,303
2019,Ford,Flex AWD GTDI,SUV: Standard,3.5,6,AS6,X,15.7,11.2,13.7,322
2019,Ford,Fiesta,Subcompact,1.6,4,AM6,X,8.6,6.4,7.6,178
2019,Ford,Fiesta,Subcompact,1.6,4,M5,X,8.8,6.8,7.9,184
2019,Ford,Fiesta ST,Subcompact,1.6,4,M6,X,9.2,7.4,8.4,196
2019,Ford,Fusion,Mid-size,1.5,4,AS6,X,10,7,8.7,204
2019,Ford,Fusion Hybrid,Mid-size,2,4,AV,X,5.5,5.6,5.6,131
2019,Ford,GT,Two-seater,3.5,6,AM7,Z,20.4,13.1,17.1,402
2019,Ford,Mustang,Subcompact,2.3,4,AS10,X,11.2,7.3,9.4,221
2019,Ford,Mustang (Performance Pkg),Subcompact,2.3,4,AS10,X,11.8,8.4,10.3,242
2019,Ford,Mustang,Subcompact,2.3,4,M6,X,11.2,7.9,9.7,227
2019,Ford,Mustang (Performance Pkg),Subcompact,2.3,4,M6,X,11.8,8.7,10.4,244
2019,Ford,Mustang,Subcompact,5,8,AS10,X,15,9.1,12.3,289
2019,Ford,Mustang,Subcompact,5,8,M6,X,16.1,9.9,13.3,311
2019,Ford,Mustang Bullitt,Subcompact,5,8,M6,X,16.1,9.9,13.3,311
2019,Ford,Mustang Convertible,Subcompact,2.3,4,AS10,X,11.9,8.4,10.4,243
2019,Ford,Mustang Convertible,Subcompact,2.3,4,M6,X,11.8,8.4,10.3,241
2019,Ford,Mustang Convertible,Subcompact,5,8,AS10,X,15.4,9.7,12.9,302
2019,Ford,Ranger 4WD,Pickup truck: Standard,2.3,4,AS10,X,11.8,9.8,10.9,256
2019,Ford,Shelby GT350 Mustang,Subcompact,5.2,8,M6,Z,17.2,11.3,14.6,341
2019,Ford,T-150 Wagon,Van: Passenger,3.5,6,AS6,X,16.2,12.8,14.7,346
2019,Ford,T-150 Wagon,Van: Passenger,3.7,6,AS6,X,16.9,13.1,15.2,355
2019,Ford,Taurus FFV,Full-size,3.5,6,AS6,X,13.5,9,11.5,270
2019,Ford,Taurus FFV,Full-size,3.5,6,AS6,E,17.8,12.1,15.2,254
2019,Ford,Taurus AWD,Full-size,3.5,6,AS6,X,14.6,10,12.5,294
2019,Ford,Taurus FFV AWD,Full-size,3.5,6,AS6,X,14,9.9,12.4,291
2019,Ford,Taurus FFV AWD,Full-size,3.5,6,AS6,E,18.5,13,16,267
2019,Ford,Transit Connect Van,Special purpose vehicle,2,4,AS8,X,9.8,8.8,9.3,219
2019,Ford,Transit Connect Van FFV,Special purpose vehicle,2,4,AS8,X,9.8,8.8,9.3,219
2019,Ford,Transit Connect Van FFV,Special purpose vehicle,2,4,AS8,E,13.3,11.8,12.6,209
2019,Ford,Transit Connect Van,Special purpose vehicle,2.5,4,AS6,X,12,8.8,10.6,247
2019,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2,4,AS8,X,9.9,8.2,9.2,214
2019,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2,4,AS8,X,9.9,8.2,9.2,214
2019,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2,4,AS8,E,13.7,11.1,12.5,208
2019,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.5,4,AS6,X,12.1,9,10.7,251
2019,Genesis,G70,Compact,2,4,M6,Z,12.8,8.5,10.9,255
2019,Genesis,G70 AWD,Compact,2,4,AS8,Z,11.5,8.7,10.3,241
2019,Genesis,G70 AWD,Compact,3.3,6,AS8,Z,13.3,9.5,11.6,274
2019,Genesis,G80 AWD,Full-size,3.3,6,AS8,Z,13.8,9.7,11.9,282
2019,Genesis,G80 AWD,Full-size,3.8,6,AS8,X,13.4,9.6,11.7,276
2019,Genesis,G80 AWD,Full-size,5,8,AS8,Z,15.6,10.4,13.2,312
2019,Genesis,G90 AWD,Full-size,3.3,6,AS8,Z,13.7,9.7,11.9,279
2019,Genesis,G90 AWD,Full-size,5,8,AS8,Z,15.2,10.2,13,306
2019,GMC,Acadia,SUV: Standard,2.5,4,A6,X,11.1,9.2,10.2,237
2019,GMC,Acadia,SUV: Standard,3.6,6,A6,X,13.1,9.4,11.4,268
2019,GMC,Acadia AWD,SUV: Standard,2.5,4,A6,X,11.3,9.4,10.5,248
2019,GMC,Acadia AWD,SUV: Standard,3.6,6,A6,X,13.5,9.5,11.7,275
2019,GMC,Canyon,Pickup truck: Small,2.5,4,A6,X,12.1,9.2,10.8,253
2019,GMC,Canyon,Pickup truck: Small,2.5,4,M6,X,11.9,9.2,10.7,251
2019,GMC,Canyon,Pickup truck: Small,2.8,4,A6,D,11.8,7.9,10.1,270
2019,GMC,Canyon,Pickup truck: Small,3.6,6,A8,X,13.4,9.6,11.7,274
2019,GMC,Canyon 4WD,Pickup truck: Small,2.5,4,A6,X,12.7,9.8,11.4,267
2019,GMC,Canyon 4WD,Pickup truck: Small,2.8,4,A6,D,12.2,8.4,10.5,283
2019,GMC,Canyon 4WD,Pickup truck: Small,3.6,6,A8,X,14,9.9,12.2,286
2019,GMC,Sierra,Pickup truck: Standard,2.7,4,A8,X,11.9,10.3,11.1,261
2019,GMC,Sierra,Pickup truck: Standard,4.3,6,A6,X,15.1,11.5,13.5,317
2019,GMC,Sierra,Pickup truck: Standard,5.3,8,A6,X,15.9,11.4,13.9,326
2019,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,X,15.7,11.9,14,329
2019,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,E,21.1,15,18.4,306
2019,GMC,Sierra,Pickup truck: Standard,5.3,8,A8,X,14.3,10.4,12.5,294
2019,GMC,Sierra 4WD,Pickup truck: Standard,2.7,4,A8,X,12.6,10.9,11.8,277
2019,GMC,Sierra 4WD,Pickup truck: Standard,4.3,6,A6,X,15.8,11.9,14,329
2019,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A6,X,15.9,11.7,14,330
2019,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,X,16,12.5,14.4,339
2019,GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,E,22,16.1,19.4,323
2019,GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A8,X,15.3,11.2,13.5,316
2019,GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A8,X,15.3,11.8,13.7,320
2019,GMC,Sierra 4WD,Pickup truck: Standard,6.2,8,A10,Z,15.5,11.9,13.9,326
2019,GMC,Sierra 4WD AT4,Pickup truck: Standard,6.2,8,A10,Z,15.7,12.4,14.2,332
2019,GMC,Sierra LTD,Pickup truck: Standard,5.3,8,A6,X,15.6,10.9,13.5,317
2019,GMC,Sierra LTD 4WD,Pickup truck: Standard,5.3,8,A6,X,15.8,11.4,13.8,325
2019,GMC,Terrain,SUV: Small,1.5,4,A9,X,9.2,7.9,8.6,201
2019,GMC,Terrain,SUV: Small,1.6,4,A6,D,8.5,6,7.4,199
2019,GMC,Terrain AWD,SUV: Small,1.5,4,A9,X,9.6,8.3,9,210
2019,GMC,Terrain AWD,SUV: Small,1.6,4,A6,D,8.5,6.1,7.4,199
2019,GMC,Terrain AWD,SUV: Small,2,4,A9,Z,11.2,9,10.2,239
2019,GMC,Yukon,SUV: Standard,5.3,8,A6,X,15.7,10.5,13.4,314
2019,GMC,Yukon FFV,SUV: Standard,5.3,8,A6,X,15.7,10.5,13.4,314
2019,GMC,Yukon FFV,SUV: Standard,5.3,8,A6,E,21.2,13.9,17.9,298
2019,GMC,Yukon 4WD,SUV: Standard,5.3,8,A6,X,15.8,11.1,13.7,321
2019,GMC,Yukon 4WD FFV,SUV: Standard,5.3,8,A6,X,15.8,11.1,13.7,321
2019,GMC,Yukon 4WD FFV,SUV: Standard,5.3,8,A6,E,21.7,14.3,18.4,305
2019,GMC,Yukon 4WD,SUV: Standard,6.2,8,A10,Z,16.4,10.7,13.8,325
2019,GMC,Yukon XL,SUV: Standard,5.3,8,A6,X,15.7,10.5,13.4,314
2019,GMC,Yukon XL FFV,SUV: Standard,5.3,8,A6,X,15.7,10.5,13.4,314
2019,GMC,Yukon XL FFV,SUV: Standard,5.3,8,A6,E,21.2,13.9,17.9,298
2019,GMC,Yukon XL 4WD,SUV: Standard,5.3,8,A6,X,16.8,11.3,14.3,336
2019,GMC,Yukon XL 4WD FFV,SUV: Standard,5.3,8,A6,X,16.8,11.3,14.3,336
2019,GMC,Yukon XL 4WD FFV,SUV: Standard,5.3,8,A6,E,22.2,15.2,19,317
2019,GMC,Yukon XL 4WD,SUV: Standard,6.2,8,A10,Z,17.1,11.3,14.5,340
2019,Honda,Accord,Full-size,1.5,4,AV,X,7.9,6.3,7.2,168
2019,Honda,Accord,Full-size,1.5,4,AV7,X,8.2,6.8,7.6,177
2019,Honda,Accord,Full-size,1.5,4,M6,X,8.9,6.7,7.9,185
2019,Honda,Accord,Full-size,2,4,M6,X,10.7,7.3,9.2,214
2019,Honda,Accord Sport/Touring,Mid-size,2,4,AS10,X,10.4,7.4,9.1,211
2019,Honda,Accord Hybrid,Full-size,2,4,AV,X,5,5,5,117
2019,Honda,Civic Coupe,Compact,1.5,4,AV7,X,7.8,6.4,7.2,167
2019,Honda,Civic Coupe,Compact,2,4,AV,X,7.8,6.1,7.1,164
2019,Honda,Civic Coupe,Compact,2,4,AV7,X,8.3,6.6,7.5,176
2019,Honda,Civic Coupe,Compact,2,4,M6,X,9.3,6.7,8.1,189
2019,Honda,Civic Coupe Si,Compact,1.5,4,M6,Z,8.4,6.2,7.4,173
2019,Honda,Civic Hatchback,Full-size,1.5,4,AV,X,7.7,6,6.9,162
2019,Honda,Civic Hatchback,Full-size,1.5,4,AV7,X,7.9,6.6,7.3,170
2019,Honda,Civic Hatchback,Full-size,1.5,4,M6,X,8,6.2,7.2,167
2019,Honda,Civic Hatchback Sport,Full-size,1.5,4,AV7,Z,7.9,6.6,7.3,170
2019,Honda,Civic Hatchback Sport,Full-size,1.5,4,M6,Z,8,6.2,7.2,167
2019,Honda,Civic Sedan,Mid-size,1.5,4,AV7,X,7.8,6.2,7.1,165
2019,Honda,Civic Sedan,Mid-size,2,4,AV,X,7.9,6.1,7.1,167
2019,Honda,Civic Sedan,Mid-size,2,4,M6,X,9.3,6.5,8,186
2019,Honda,Civic Sedan Si,Mid-size,1.5,4,M6,Z,8.4,6.2,7.4,173
2019,Honda,Civic Type R,Full-size,2,4,M6,Z,10.6,8.3,9.6,224
2019,Honda,CR-V,SUV: Small,1.5,4,AV,X,8.4,7,7.8,181
2019,Honda,CR-V AWD,SUV: Small,1.5,4,AV,X,8.7,7.2,8,188
2019,Honda,Fit,Station wagon: Small,1.5,4,AV,X,7,5.9,6.5,151
2019,Honda,Fit,Station wagon: Small,1.5,4,AV7,X,7.6,6.5,7,166
2019,Honda,Fit,Station wagon: Small,1.5,4,M6,X,8.1,6.6,7.4,174
2019,Honda,HR-V,Station wagon: Small,1.8,4,AV,X,8.4,7,7.8,181
2019,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV,X,8.8,7.5,8.2,193
2019,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV7,X,9.1,7.7,8.5,199
2019,Honda,Insight EX,Mid-size,1.5,4,AV,X,4.6,5.3,4.9,114
2019,Honda,Insight Touring,Mid-size,1.5,4,AV,X,4.6,5.3,4.9,114
2019,Honda,Odyssey,Minivan,3.5,6,AS9,X,12.6,8.4,10.7,252
2019,Honda,Odyssey Touring,Minivan,3.5,6,AS10,X,12.2,8.5,10.6,247
2019,Honda,Passport AWD,SUV: Small,3.5,6,A9,X,12.5,9.8,11.3,265
2019,Honda,Pilot,SUV: Small,3.5,6,A6,X,12.4,8.7,10.7,250
2019,Honda,Pilot AWD,SUV: Small,3.5,6,A6,X,13,9.3,11.3,266
2019,Honda,Pilot AWD,SUV: Small,3.5,6,AS9,X,12.4,9.3,11,257
2019,Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6,A6,X,12.8,9.5,11.3,263
2019,Hyundai,Accent,Compact,1.6,4,AS6,X,8.2,6.2,7.3,172
2019,Hyundai,Accent,Compact,1.6,4,M6,X,8.2,6.3,7.3,173
2019,Hyundai,Elantra,Mid-size,1.6,4,AM7,X,8.9,7,8.1,189
2019,Hyundai,Elantra,Mid-size,1.6,4,M6,X,10.7,7.8,9.4,221
2019,Hyundai,Elantra,Mid-size,2,4,AS6,X,8.3,6.4,7.4,174
2019,Hyundai,Elantra,Mid-size,2,4,M6,X,9.2,6.5,8,188
2019,Hyundai,Elantra GT,Full-size,1.6,4,AM7,X,9.7,7.4,8.6,205
2019,Hyundai,Elantra GT,Full-size,1.6,4,M6,X,10.3,7.9,9.2,218
2019,Hyundai,Elantra GT,Full-size,2,4,AS6,X,9.4,7.1,8.4,200
2019,Hyundai,Elantra GT,Full-size,2,4,M6,X,9.8,7.4,8.7,207
2019,Hyundai,IONIQ,Full-size,1.6,4,AM6,X,4.3,4.4,4.3,104
2019,Hyundai,IONIQ Blue,Full-size,1.6,4,AM6,X,4.2,4,4.1,96
2019,Hyundai,Kona,SUV: Small,2,4,AS6,X,8.6,7,7.9,186
2019,Hyundai,Kona AWD,SUV: Small,1.6,4,AM7,X,9,8,8.6,201
2019,Hyundai,Kona AWD,SUV: Small,2,4,AS6,X,9.2,7.8,8.6,202
2019,Hyundai,Santa Fe,SUV: Small,2.4,4,AS8,X,10.8,8,9.6,225
2019,Hyundai,Santa Fe AWD,SUV: Small,2,4,AS8,X,12.3,9.8,11.2,262
2019,Hyundai,Santa Fe AWD,SUV: Small,2.4,4,AS8,X,11.2,8.7,10.1,237
2019,Hyundai,Santa Fe XL,SUV: Small,3.3,6,AS6,X,13.2,9.4,11.5,268
2019,Hyundai,Santa Fe XL AWD,SUV: Small,3.3,6,AS6,X,13.4,9.7,11.7,276
2019,Hyundai,Santa Fe XL Ultimate AWD,SUV: Small,3.3,6,AS6,X,14.1,10.8,12.6,297
2019,Hyundai,Sonata,Full-size,2,4,AS8,X,10.4,7.4,9.1,212
2019,Hyundai,Sonata,Full-size,2.4,4,AS6,X,9.3,7.1,8.3,198
2019,Hyundai,Sonata SE,Full-size,2.4,4,AS6,X,9.2,6.8,8.1,190
2019,Hyundai,Sonata Hybrid,Mid-size,2,4,AM6,X,6,5.3,5.7,135
2019,Hyundai,Sonata Hybrid SE,Mid-size,2,4,AM6,X,5.9,5.1,5.6,132
2019,Hyundai,Tucson,SUV: Small,2,4,AS6,X,10,7.9,9.1,216
2019,Hyundai,Tucson AWD,SUV: Small,2,4,AS6,X,10.8,9.2,10.1,239
2019,Hyundai,Tucson AWD,SUV: Small,2.4,4,AS6,X,11,9.1,10.1,240
2019,Hyundai,Veloster,Compact,2,4,AS6,X,9.1,7.1,8.2,193
2019,Hyundai,Veloster,Compact,2,4,M6,X,9.4,7.1,8.4,198
2019,Hyundai,Veloster N,Compact,2,4,M6,X,10.6,8.3,9.5,226
2019,Hyundai,Veloster Turbo,Compact,1.6,4,AM7,X,8.5,6.9,7.8,184
2019,Hyundai,Veloster Turbo,Compact,1.6,4,M6,X,9.4,7,8.3,197
2019,Infiniti,Q50 AWD,Mid-size,2,4,AS7,Z,10.7,8.6,9.7,229
2019,Infiniti,Q50 AWD,Mid-size,3,6,AS7,Z,12.4,8.7,10.8,253
2019,Infiniti,Q50 AWD Red Sport,Mid-size,3,6,AS7,Z,12.5,9.3,11.1,261
2019,Infiniti,Q60 AWD,Subcompact,2,4,AS7,Z,11.2,8.5,10,233
2019,Infiniti,Q60 AWD,Subcompact,3,6,AS7,Z,12.3,8.7,10.7,251
2019,Infiniti,Q60 AWD Red Sport,Subcompact,3,6,AS7,Z,12.5,9.2,11,259
2019,Infiniti,Q70 AWD,Mid-size,3.7,6,AS7,Z,13.2,9.8,11.7,275
2019,Infiniti,Q70 AWD,Mid-size,5.6,8,AS7,Z,14.9,10.2,12.8,301
2019,Infiniti,QX50 AWD,SUV: Small,2,4,AV8,Z,10,7.8,9,211
2019,Infiniti,QX60 AWD,SUV: Small,3.5,6,AV7,Z,12.5,9,10.9,257
2019,Infiniti,QX80 4WD,SUV: Standard,5.6,8,AS7,Z,17.4,12.2,15.1,354
2019,Jaguar,E-PACE P250,SUV: Small,2,4,AS9,Z,11,8.4,9.8,231
2019,Jaguar,F-PACE 20d,SUV: Small,2,4,AS8,D,8.9,7.2,8.1,218
2019,Jaguar,F-PACE 25t,SUV: Small,2,4,AS8,Z,10.7,8.8,9.9,227
2019,Jaguar,F-PACE 35t,SUV: Small,3,6,AS8,Z,13.3,10,11.8,277
2019,Jaguar,F-TYPE Convertible,Two-seater,2,4,AS8,Z,10.2,7.8,9.2,215
2019,Jaguar,F-TYPE Convertible,Two-seater,3,6,AS8,Z,11.9,8.5,10.4,242
2019,Jaguar,F-TYPE Convertible,Two-seater,3,6,M6,Z,14.9,9.8,12.6,296
2019,Jaguar,F-TYPE Convertible R-Dynamic,Two-seater,3,6,AS8,Z,12.4,8.8,10.8,253
2019,Jaguar,F-TYPE Convertible R-Dynamic,Two-seater,3,6,M6,Z,15.3,10,12.9,302
2019,Jaguar,F-TYPE Convertible R-Dynamic AWD,Two-seater,3,6,AS8,Z,13,9.2,11.3,265
2019,Jaguar,F-TYPE Coupe,Two-seater,2,4,AS8,Z,10.2,7.8,9.2,215
2019,Jaguar,F-TYPE Coupe,Two-seater,3,6,AS8,Z,11.9,8.5,10.4,242
2019,Jaguar,F-TYPE Coupe,Two-seater,3,6,M6,Z,14.9,9.8,12.6,296
2019,Jaguar,F-TYPE Coupe R-Dynamic,Two-seater,3,6,AS8,Z,12.4,8.8,10.8,253
2019,Jaguar,F-TYPE Coupe R-Dynamic,Two-seater,3,6,M6,Z,15.3,10,12.9,302
2019,Jaguar,F-TYPE Coupe R-Dynamic AWD,Two-seater,3,6,AS8,Z,13,9.2,11.3,265
2019,Jaguar,F-TYPE R AWD Convertible,Two-seater,5,8,AS8,Z,15.6,10.4,13.3,311
