Model-Year,Make,Model,Vehicle-Class,Engine-Size,Cylinders,Transmission,Fuel-Type,Fuel-Consumption-City,Fuel-Consumption-Hwy,Fuel-Consumption-Comb,CO2-Emissions
2019,Jaguar,F-TYPE R AWD Coupe,Two-seater,5,8,AS8,Z,15.6,10.4,13.3,311
2019,Jaguar,XE 20d AWD,Compact,2,4,AS8,D,7.8,5.8,6.9,186
2019,Jaguar,XE 25t AWD,Compact,2,4,AS8,Z,9.8,6.9,8.5,200
2019,Jaguar,XE 35t AWD,Compact,3,6,AS8,Z,11.8,8.2,10.2,238
2019,Jaguar,XF 20d AWD,Mid-size,2,4,AS8,D,7.8,5.8,6.9,186
2019,Jaguar,XF 25t AWD,Mid-size,2,4,AS8,Z,10.1,7.2,8.8,207
2019,Jaguar,XF 35t AWD,Mid-size,3,6,AS8,Z,12,8.4,10.4,243
2019,Jaguar,XJ R-Sport AWD,Full-size,3,6,AS8,Z,14,9,11.8,276
2019,Jaguar,XJL Portfolio AWD,Full-size,3,6,AS8,Z,14,9.4,11.9,280
2019,Jaguar,XJR LWB,Full-size,5,8,AS8,Z,15.8,10.3,13.3,313
2019,Jeep,Cherokee,SUV: Small,2,4,A9,X,10.4,7.6,9.1,214
2019,Jeep,Cherokee,SUV: Small,2.4,4,A9,X,10.8,7.6,9.3,219
2019,Jeep,Cherokee,SUV: Small,3.2,6,A9,X,11.9,8.2,10.2,240
2019,Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2,4,A9,X,11.2,8,9.8,229
2019,Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2.4,4,A9,X,11.2,8,9.8,230
2019,Jeep,Cherokee 4X4 Active Drive I,SUV: Small,3.2,6,A9,X,12.2,8.6,10.6,249
2019,Jeep,Cherokee 4X4 Active Drive II,SUV: Small,2,4,A9,X,11.5,8.6,10.2,240
2019,Jeep,Cherokee 4X4 Active Drive II,SUV: Small,3.2,6,A9,X,12.8,9,11.1,259
2019,Jeep,Cherokee 4X4 Active Drive Lock,SUV: Small,2,4,A9,X,11.8,9.2,10.6,249
2019,Jeep,Cherokee 4X4 Active Drive Lock,SUV: Small,3.2,6,A9,X,12.9,9.9,11.6,269
2019,Jeep,Compass,SUV: Small,2.4,4,A6,X,10.6,7.6,9.3,218
2019,Jeep,Compass,SUV: Small,2.4,4,M6,X,10.4,7.3,9,211
2019,Jeep,Compass 4X4,SUV: Small,2.4,4,A9,X,10.8,7.8,9.5,222
2019,Jeep,Compass 4X4,SUV: Small,2.4,4,M6,X,10.8,7.6,9.4,221
2019,Jeep,Grand Cherokee 4X4,SUV: Standard,3.6,6,A8,X,12.7,9.6,11.3,265
2019,Jeep,Grand Cherokee 4X4,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,331
2019,Jeep,Grand Cherokee 4X4 EcoDiesel,SUV: Standard,3,6,A8,D,11.2,8.5,10,268
2019,Jeep,Grand Cherokee 4X4 SRT,SUV: Standard,6.4,8,A8,Z,18.3,12.6,15.7,368
2019,Jeep,Grand Cherokee 4X4 Trackhawk,SUV: Standard,6.2,8,A8,Z,20.9,13.8,17.7,413
2019,Jeep,Renegade,SUV: Small,1.3,4,A9,X,9.8,7.4,8.7,204
2019,Jeep,Renegade,SUV: Small,2.4,4,A9,X,10.8,7.8,9.5,222
2019,Jeep,Renegade 4X4,SUV: Small,1.3,4,A9,X,10.1,8.1,9.2,216
2019,Jeep,Renegade 4X4,SUV: Small,2.4,4,A9,X,11.2,8.2,9.8,230
2019,Jeep,Renegade 4X4 Trailhawk,SUV: Small,1.3,4,A9,X,10.8,8.7,9.9,230
2019,Jeep,Wrangler JL 4X4,SUV: Small,2,4,A8,X,10.5,9.4,10,233
2019,Jeep,Wrangler JL 4X4,SUV: Small,3.6,6,A8,X,12.8,10.4,11.8,274
2019,Jeep,Wrangler JL 4X4,SUV: Small,3.6,6,M6,X,13.7,9.6,11.8,277
2019,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,2,4,A8,X,10.9,10,10.5,245
2019,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6,A8,X,12.9,10.2,11.7,275
2019,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6,M6,X,13.8,10.1,12.2,285
2019,Kia,Cadenza,Full-size,3.3,6,AS8,X,11.6,8.5,10.2,238
2019,Kia,Forte,Mid-size,2,4,AV,X,7.7,5.9,6.9,164
2019,Kia,Forte,Mid-size,2,4,M6,X,8.6,6.4,7.6,180
2019,Kia,Niro,Station wagon: Small,1.6,4,AM6,X,4.6,5.1,4.8,114
2019,Kia,Niro FE,Station wagon: Small,1.6,4,AM6,X,4.5,4.8,4.7,110
2019,Kia,Niro Touring,Station wagon: Small,1.6,4,AM6,X,5.1,5.8,5.4,129
2019,Kia,Optima,Full-size,2,4,AS6,X,11.2,7.9,9.7,230
2019,Kia,Optima,Full-size,2.4,4,AS6,X,9.5,7.1,8.4,199
2019,Kia,Optima Hybrid,Mid-size,2,4,AM6,X,6.1,5.2,5.7,133
2019,Kia,Rio,Compact,1.6,4,AS6,X,8.5,6.4,7.5,177
2019,Kia,Rio,Compact,1.6,4,M6,X,8.3,6.4,7.5,175
2019,Kia,Sedona,Minivan,3.3,6,AS8,X,12.7,10,11.5,272
2019,Kia,Sorento,SUV: Small,2.4,4,AS6,X,10.7,8.2,9.6,225
2019,Kia,Sorento AWD,SUV: Small,2.4,4,AS6,X,11.2,9,10.2,242
2019,Kia,Sorento AWD,SUV: Small,3.3,6,AS8,X,12.5,9.7,11.2,265
2019,Kia,Soul,Station wagon: Small,1.6,4,AM7,X,9.1,7.7,8.5,199
2019,Kia,Soul,Station wagon: Small,1.6,4,AS6,X,9,7.6,8.4,198
2019,Kia,Soul,Station wagon: Small,2,4,AS6,X,9.5,7.8,8.7,206
2019,Kia,Sportage,SUV: Small,2.4,4,AS6,X,10.3,7.8,9.2,218
2019,Kia,Sportage AWD,SUV: Small,2,4,AS6,X,11.9,10.2,11.1,263
2019,Kia,Sportage AWD,SUV: Small,2.4,4,AS6,X,11.3,9.5,10.5,247
2019,Kia,Stinger AWD,Mid-size,2,4,AS8,Z,11.1,8.1,9.7,229
2019,Kia,Stinger AWD,Mid-size,3.3,6,AS8,Z,13.6,9.6,11.8,279
2019,Lamborghini,Aventador Coupe,Two-seater,6.5,12,AM7,Z,26.3,15.6,21.5,487
2019,Lamborghini,Aventador Roadster,Two-seater,6.5,12,AM7,Z,26.6,15.8,21.7,493
2019,Lamborghini,Huracan Coupe,Two-seater,5.2,10,AM7,Z,18.1,13.2,15.9,366
2019,Lamborghini,Huracan Coupe AWD,Two-seater,5.2,10,AM7,Z,17.9,13,15.7,370
2019,Lamborghini,Huracan Spyder,Two-seater,5.2,10,AM7,Z,18.1,13.2,15.9,366
2019,Lamborghini,Huracan Spyder AWD,Two-seater,5.2,10,AM7,Z,17.9,13,15.7,370
2019,Lamborghini,Huracan Performante Coupe,Two-seater,5.2,10,AM7,Z,17.9,13,15.7,370
2019,Lamborghini,Huracan Performante Spyder,Two-seater,5.2,10,AM7,Z,17.9,13,15.7,370
2019,Lamborghini,Urus,SUV: Standard,4,8,AS8,Z,19.2,14.1,16.9,384
2019,Land Rover,Discovery,SUV: Standard,3,6,AS8,Z,14.8,11.4,13.3,311
2019,Land Rover,Discovery TD6 Diesel,SUV: Standard,3,6,AS8,D,11.3,9.2,10.4,279
2019,Land Rover,Discovery Sport,SUV: Small,2,4,AS9,Z,11.4,9.3,10.5,246
2019,Land Rover,Range Rover 3.0,SUV: Standard,3,6,AS8,Z,14.1,10.3,12.4,291
2019,Land Rover,Range Rover TD6 Diesel,SUV: Standard,3,6,AS8,D,10.7,8.3,9.6,256
2019,Land Rover,Range Rover 5.0 Supercharged,SUV: Standard,5,8,AS8,Z,14.4,11.3,13,305
2019,Land Rover,Range Rover SVAutobiography LWB,SUV: Standard,5,8,AS8,Z,17.9,12.7,15.5,365
2019,Land Rover,Range Rover Sport 3.0,SUV: Standard,3,6,AS8,Z,14.1,10.3,12.4,291
2019,Land Rover,Range Rover Sport TD6 Diesel,SUV: Standard,3,6,AS8,D,10.7,8.3,9.6,256
2019,Land Rover,Range Rover Sport Supercharged,SUV: Standard,5,8,AS8,Z,14.1,10.7,12.6,294
2019,Land Rover,Range Rover Evoque,SUV: Small,2,4,AS9,Z,10.9,8,9.6,225
2019,Land Rover,Range Rover Evoque Convertible,SUV: Small,2,4,AS9,Z,11.2,8.2,9.8,231
2019,Land Rover,Range Rover Velar D180,SUV: Small,2,4,AS8,D,9.2,7.8,8.5,229
2019,Land Rover,Range Rover Velar P300,SUV: Small,2,4,AS8,Z,11.7,9.2,10.6,248
2019,Land Rover,Range Rover Velar P380,SUV: Small,3,6,AS8,Z,13,10,11.6,273
2019,Lexus,ES 300h,Mid-size,2.5,4,AV6,X,5.5,5.2,5.3,124
2019,Lexus,ES 350,Mid-size,3.5,6,AS8,X,10.6,7.2,9.1,211
2019,Lexus,ES 350 F SPORT,Mid-size,3.5,6,AS8,X,10.9,7.5,9.4,219
2019,Lexus,GS 350 AWD,Mid-size,3.5,6,AS6,Z,12.3,9.1,10.9,254
2019,Lexus,GS F,Compact,5,8,AS8,Z,14.9,9.7,12.5,293
2019,Lexus,GX 460,SUV: Standard,4.6,8,AS6,Z,16,12.9,14.6,341
2019,Lexus,IS 300,Compact,2,4,AS8,Z,11,7.6,9.5,220
2019,Lexus,IS 300 AWD,Compact,3.5,6,AS6,Z,12.3,9.1,10.9,254
2019,Lexus,IS 350 AWD,Compact,3.5,6,AS6,Z,12.3,9.1,10.9,254
2019,Lexus,LC 500,Subcompact,5,8,AS10,Z,15.1,9.5,12.6,294
2019,Lexus,LC 500h,Subcompact,3.5,6,AV10,Z,9,7.1,8.1,189
2019,Lexus,LS 500 AWD,Mid-size,3.4,6,AS10,Z,13.1,8.7,11.1,261
2019,Lexus,LS 500h AWD,Mid-size,3.5,6,AV10,Z,10.3,7.7,9.1,214
2019,Lexus,LX 570,SUV: Standard,5.7,8,AS8,Z,18.2,12.8,15.8,371
2019,Lexus,NX 300 AWD,SUV: Small,2,4,AS6,Z,10.7,8.5,9.7,226
2019,Lexus,NX 300 AWD F SPORT,SUV: Small,2,4,AS6,Z,10.8,8.9,9.9,232
2019,Lexus,NX 300h AWD,SUV: Small,2.5,4,AV6,X,7.2,7.9,7.5,176
2019,Lexus,RC 300 AWD,Subcompact,3.5,6,AS6,Z,13.1,9.8,11.2,262
2019,Lexus,RC 350 AWD,Subcompact,3.5,6,AS6,Z,13.1,9.8,11.2,262
2019,Lexus,RC F,Subcompact,5,8,AS8,Z,15.2,9.5,12.6,289
2019,Lexus,RX 350 AWD,SUV: Small,3.5,6,AS8,X,12.2,9,10.8,252
2019,Lexus,RX 350 L AWD,SUV: Small,3.5,6,AS8,X,13.1,9.4,11.1,268
2019,Lexus,RX 450h AWD,SUV: Standard,3.5,6,AV6,Z,7.5,8.4,7.9,185
2019,Lexus,RX 450h L AWD,SUV: Standard,3.5,6,AV6,Z,8.1,8.4,8.1,190
2019,Lexus,UX 200,Mid-size,2,4,AS10,X,8,6.3,7.2,168
2019,Lexus,UX 250h,Compact,2,4,AV6,X,5.5,5.7,5.6,130
2019,Lexus,UX 250h AWD,Compact,2,4,AV6,X,5.7,6.2,6,140
2019,Lincoln,Continental AWD,Full-size,2.7,6,AS6,X,14,9.4,12,281
2019,Lincoln,Continental AWD,Full-size,3,6,AS6,X,14.5,9.8,12.3,289
2019,Lincoln,Continental AWD,Full-size,3.7,6,AS6,X,14.3,9.7,12.2,287
2019,Lincoln,MKC AWD,SUV: Small,2,4,AS6,X,12.3,9.3,11,257
2019,Lincoln,MKC AWD (Start/Stop),SUV: Small,2,4,AS6,X,12.2,9.3,10.9,256
2019,Lincoln,MKC AWD,SUV: Small,2.3,4,AS6,X,13.1,9.5,11.5,270
2019,Lincoln,MKT AWD,SUV: Standard,3.5,6,AS6,X,15.7,11.2,13.7,322
2019,Lincoln,MKT Livery AWD,Special purpose vehicle,3.7,6,A6,X,14.7,10.3,12.7,297
2019,Lincoln,MKZ AWD,Mid-size,2,4,AS6,X,12.1,8.4,10.4,245
2019,Lincoln,MKZ AWD,Mid-size,3,6,AS6,X,14,9.2,11.8,278
2019,Lincoln,MKZ Hybrid,Mid-size,2,4,AV,X,5.7,6.2,5.9,139
2019,Lincoln,Nautilus,SUV: Small,2.7,6,AS8,X,12.6,9.2,11,259
2019,Lincoln,Navigator 4X4,SUV: Standard,3.5,6,AS10,X,15,11.4,13.4,314
2019,Maserati,Ghibli,Mid-size,3,6,AS8,Z,14.1,9.8,12.2,286
2019,Maserati,Ghibli S,Mid-size,3,6,AS8,Z,14.7,9.9,12.6,295
2019,Maserati,Ghibli SQ4,Mid-size,3,6,AS8,Z,14.7,9.9,12.6,295
2019,Maserati,GranTurismo Convertible,Subcompact,4.7,8,AS6,Z,17.8,11.6,15,354
2019,Maserati,Levante,SUV: Standard,3,6,AS8,Z,15.9,11.1,13.7,324
2019,Maserati,Levante S,SUV: Standard,3,6,AS8,Z,16.1,11.4,14,330
2019,Maserati,Levante GTS,SUV: Standard,3.8,8,AS8,Z,17.9,12.9,15.3,360
2019,Maserati,Levante Trofeo,SUV: Standard,3.8,8,AS8,Z,17.9,12.9,15.3,360
2019,Maserati,Quattroporte S,Full-size,3,6,AS8,Z,15.1,10.3,12.8,299
2019,Maserati,Quattroporte SQ4,Full-size,3,6,AS8,Z,15,10.3,12.8,301
2019,Maserati,Quattroporte GTS,Full-size,3.8,8,AS8,Z,16,10.8,13.7,321
2019,Mazda,CX-3,Compact,2,4,AS6,X,8.3,6.9,7.7,179
2019,Mazda,CX-3,Compact,2,4,M6,X,8.8,7,8,186
2019,Mazda,CX-3 4WD,Compact,2,4,AS6,X,8.6,7.4,8.1,189
2019,Mazda,CX-5,SUV: Small,2,4,M6,X,9.7,7.7,8.8,206
2019,Mazda,CX-5,SUV: Small,2.5,4,AS6,X,9.7,7.8,8.8,206
2019,Mazda,CX-5 (Cylinder Deactivation),SUV: Small,2.5,4,AS6,X,9.3,7.6,8.5,201
2019,Mazda,CX-5 4WD,SUV: Small,2.5,4,AS6,X,10.2,8.2,9.3,217
2019,Mazda,CX-5 4WD (Cylinder Deactivation),SUV: Small,2.5,4,AS6,X,9.8,7.9,9,208
2019,Mazda,CX-5 Turbo 4WD,SUV: Small,2.5,4,AS6,X,10.8,8.7,9.8,230
2019,Mazda,CX-5 Diesel 4WD,SUV: Small,2.2,4,AS6,D,8.9,7.9,8.4,227
2019,Mazda,CX-9,SUV: Small,2.5,4,AS6,X,10.6,8.4,9.6,225
2019,Mazda,CX-9 4WD,SUV: Small,2.5,4,AS6,X,11.6,9.1,10.5,244
2019,Mazda,Mazda3 4-Door,Compact,2,4,AS6,X,8.4,6.6,7.6,178
2019,Mazda,Mazda3 4-Door (SIL),Compact,2,4,M6,X,8.7,6.4,7.7,180
2019,Mazda,Mazda3 4-Door,Compact,2.5,4,AS6,X,8.8,6.4,7.7,181
2019,Mazda,Mazda3 4-Door (Cylinder Deactivation),Compact,2.5,4,AS6,X,8.8,6.6,7.8,183
2019,Mazda,Mazda3 4-Door 4WD,Compact,2.5,4,AS6,X,9.2,7,8.2,192
2019,Mazda,Mazda3 5-Door,Mid-size,2,4,AS6,X,8.6,6.7,7.7,181
2019,Mazda,Mazda3 5-Door (SIL),Mid-size,2,4,M6,X,8.7,6.6,7.8,181
2019,Mazda,Mazda3 5-Door,Mid-size,2.5,4,AS6,X,9,6.8,8,187
2019,Mazda,Mazda3 5-Door,Mid-size,2.5,4,M6,X,9.2,6.6,8.1,189
2019,Mazda,Mazda3 5-Door 4WD,Mid-size,2.5,4,AS6,X,9.8,7.4,8.7,204
2019,Mazda,Mazda6,Mid-size,2.5,4,AS6,X,9.1,6.7,8,187
2019,Mazda,Mazda6 Turbo,Mid-size,2.5,4,AS6,X,10,7.5,8.9,208
2019,Mazda,MX-5,Two-seater,2,4,AS6,Z,9,6.6,7.9,186
2019,Mazda,MX-5 (SIL),Two-seater,2,4,M6,Z,9,7,8.1,189
2019,Mercedes-Benz,A 220,Subcompact,2,4,AM7,Z,9.7,6.8,8.4,195
2019,Mercedes-Benz,A 220 4MATIC,Subcompact,2,4,AM7,Z,9.6,7.1,8.5,199
2019,Mercedes-Benz,A 250,Station wagon: Small,2,4,AM7,Z,9.4,6.8,8.3,192
2019,Mercedes-Benz,A 250 4MATIC,Station wagon: Small,2,4,AM7,Z,9.9,7,8.6,201
2019,Mercedes-Benz,AMG C 43 4MATIC,Compact,3,6,A9,Z,12.4,8.7,10.7,253
2019,Mercedes-Benz,AMG C 43 4MATIC Cabriolet,Subcompact,3,6,A9,Z,12.7,9.2,11.2,263
2019,Mercedes-Benz,AMG C 43 4MATIC Coupe,Subcompact,3,6,A9,Z,12.9,8.8,11.1,255
2019,Mercedes-Benz,AMG C 43 4MATIC Wagon,Station wagon: Small,3,6,A9,Z,12.4,8.9,10.8,255
2019,Mercedes-Benz,AMG C 63,Compact,4,8,A9,Z,13.2,8.7,11.2,263
2019,Mercedes-Benz,AMG C 63 S,Compact,4,8,A9,Z,13.2,8.7,11.2,263
2019,Mercedes-Benz,AMG C 63 S Cabriolet,Subcompact,4,8,A9,Z,13.9,9.7,12,282
2019,Mercedes-Benz,AMG C 63 S Coupe,Subcompact,4,8,A9,Z,13.9,9.2,11.8,277
2019,Mercedes-Benz,AMG CLA 45 4MATIC,Minicompact,2,4,AM7,Z,10.3,7.9,9.2,217
2019,Mercedes-Benz,AMG CLS 53 4MATIC+,Compact,3,6,A9,Z,12.4,8.7,10.7,235
2019,Mercedes-Benz,AMG E 53 4MATIC+,Mid-size,3,6,A9,Z,11.2,8.3,9.9,232
2019,Mercedes-Benz,AMG E 53 4MATIC+ Cabriolet,Subcompact,3,6,A9,Z,12.5,9,10.9,245
2019,Mercedes-Benz,AMG E 53 4MATIC+ Coupe,Subcompact,3,6,A9,Z,12.3,8.5,10.6,237
2019,Mercedes-Benz,AMG E 53 4MATIC+ Wagon,Station wagon: Mid-size,3,6,A9,Z,11.5,8.6,10.2,239
2019,Mercedes-Benz,AMG E 63 S 4MATIC+,Mid-size,4,8,A9,Z,16,10.5,13.5,318
2019,Mercedes-Benz,AMG E 63 S 4MATIC+ Wagon,Station wagon: Mid-size,4,8,A9,Z,14.6,10.4,12.7,299
2019,Mercedes-Benz,AMG G 63,SUV: Standard,4,8,A9,Z,18.1,15.6,17,396
2019,Mercedes-Benz,AMG GLA 45 4MATIC,Station wagon: Mid-size,2,4,AM7,Z,10.7,8.3,9.6,225
2019,Mercedes-Benz,AMG GLC 43 4MATIC,SUV: Small,3,6,A9,Z,12.5,9.6,11.2,262
2019,Mercedes-Benz,AMG GLC 43 4MATIC Coupe,SUV: Small,3,6,A9,Z,12.6,9.7,11.3,265
2019,Mercedes-Benz,AMG GLC 63 S 4MATIC+,SUV: Small,4,8,A9,Z,15,10.9,13.2,309
2019,Mercedes-Benz,AMG GLC 63 S 4MATIC+ Coupe,SUV: Small,4,8,A9,Z,15,10.9,13.2,309
2019,Mercedes-Benz,AMG GLE 43 4MATIC,SUV: Standard,3,6,A9,Z,14,10.6,12.4,292
2019,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,SUV: Standard,3,6,A9,Z,14.1,10.9,12.6,297
2019,Mercedes-Benz,AMG GLE 63 S 4MATIC,SUV: Standard,4.7,8,A7,Z,17.7,13.4,15.8,370
2019,Mercedes-Benz,AMG GLE 63 S 4MATIC Coupe,SUV: Standard,4.7,8,A7,Z,17.2,12.8,15.2,357
2019,Mercedes-Benz,AMG GLS 63 4MATIC,SUV: Standard,4.7,8,A7,Z,17.8,13.2,15.7,370
2019,Mercedes-Benz,AMG GT 53 4MATIC+ Coupe,Compact,3,6,A9,Z,12.4,9.8,11.2,264
2019,Mercedes-Benz,AMG GT 63 4MATIC+ Coupe,Compact,4,8,A9,Z,15.5,11.5,13.7,323
2019,Mercedes-Benz,AMG GT 63 S 4MATIC+ Coupe,Compact,4,8,A9,Z,15.6,11.5,13.7,324
2019,Mercedes-Benz,AMG GT C Coupe,Two-seater,4,8,AM7,Z,15.3,11.4,13.5,315
2019,Mercedes-Benz,AMG GT C Roadster,Two-seater,4,8,AM7,Z,15.2,11.4,13.5,315
2019,Mercedes-Benz,AMG GT R Coupe,Two-seater,4,8,AM7,Z,15.9,11.8,14,327
2019,Mercedes-Benz,AMG S 63 4MATIC+,Full-size,4,8,A9,Z,14.1,8.9,11.8,275
2019,Mercedes-Benz,AMG S 63 4MATIC+ Cabriolet,Subcompact,4,8,A9,Z,15.8,9.8,13.1,306
2019,Mercedes-Benz,AMG S 63 4MATIC+ Coupe,Compact,4,8,A9,Z,14,8.7,11.6,271
2019,Mercedes-Benz,AMG S 65,Full-size,6,12,A7,Z,18.6,10.9,15.1,356
2019,Mercedes-Benz,AMG S 65 Cabriolet,Subcompact,6,12,A9,Z,17.1,11,14.3,337
2019,Mercedes-Benz,AMG S 65 Coupe,Compact,6,12,A9,Z,17.6,11,14.6,343
2019,Mercedes-Benz,AMG SL 63,Two-seater,5.5,8,A7,Z,15.3,10.2,13,303
2019,Mercedes-Benz,AMG SLC 43,Two-seater,3,6,A9,Z,11.8,8.2,10.2,238
2019,Mercedes-Benz,B 250,Station wagon: Small,2,4,AM7,Z,9.8,6.8,8.4,196
2019,Mercedes-Benz,B 250 4MATIC,Station wagon: Small,2,4,AM7,Z,10.3,7.8,9.1,215
2019,Mercedes-Benz,C 300 4MATIC,Compact,2,4,A9,Z,11,7.3,9.4,219
2019,Mercedes-Benz,C 300 4MATIC Cabriolet,Subcompact,2,4,A9,Z,11.3,8.1,9.9,231
2019,Mercedes-Benz,C 300 4MATIC Coupe,Subcompact,2,4,A9,Z,10.9,7.7,9.5,221
2019,Mercedes-Benz,C 300 4MATIC Wagon,Station wagon: Small,2,4,A9,Z,10.9,7.7,9.5,221
2019,Mercedes-Benz,CLA 250,Minicompact,2,4,AM7,Z,9.6,6.6,8.2,193
2019,Mercedes-Benz,CLA 250 4MATIC,Minicompact,2,4,AM7,Z,9.9,7.3,8.7,204
2019,Mercedes-Benz,CLS 450 4MATIC,Compact,3,6,A9,Z,11.3,7.9,9.8,213
2019,Mercedes-Benz,E 300 4MATIC,Mid-size,2,4,A9,Z,11,8.1,9.7,228
2019,Mercedes-Benz,E 450 4MATIC,Mid-size,3,6,A9,Z,11.8,8.5,10.3,244
2019,Mercedes-Benz,E 450 4MATIC Cabriolet,Subcompact,3,6,A9,Z,12.7,10.1,11.6,271
2019,Mercedes-Benz,E 450 4MATIC Coupe,Subcompact,3,6,A9,Z,12.5,9.1,11,257
2019,Mercedes-Benz,E 450 4MATIC Wagon,Station wagon: Mid-size,3,6,A9,Z,12.3,8.9,10.8,254
2019,Mercedes-Benz,G 550,SUV: Standard,4,8,A9,Z,18,14.1,16.3,378
2019,Mercedes-Benz,GLA 250 4MATIC,SUV: Small,2,4,AM7,Z,10.1,7.6,9,209
2019,Mercedes-Benz,GLC 300 4MATIC,SUV: Small,2,4,A9,Z,11,8.7,10,234
2019,Mercedes-Benz,GLC 300 4MATIC Coupe,SUV: Small,2,4,A9,Z,10.8,9,10,234
2019,Mercedes-Benz,GLE 400 4MATIC,SUV: Standard,3,6,A9,Z,13.5,10.3,12.1,282
2019,Mercedes-Benz,GLS 450 4MATIC,SUV: Standard,3,6,A9,Z,14.9,11.2,13.2,312
2019,Mercedes-Benz,GLS 550 4MATIC,SUV: Standard,4.7,8,A9,Z,17.2,12.6,15.1,355
2019,Mercedes-Benz,Maybach S 560 4MATIC,Full-size,4,8,A9,Z,14.4,9.5,12.2,286
2019,Mercedes-Benz,Maybach S 650,Full-size,6,12,A7,Z,18.4,11.1,15.1,355
2019,Mercedes-Benz,Metris Cargo,Special purpose vehicle,2,4,A7,Z,11.5,9.8,10.7,251
2019,Mercedes-Benz,Metris Cargo LWB,Special purpose vehicle,2,4,A7,Z,11.3,9.6,10.5,248
2019,Mercedes-Benz,Metris Passenger,Special purpose vehicle,2,4,A7,Z,12.3,10.3,11.4,268
2019,Mercedes-Benz,S 450 4MATIC SWB,Mid-size,3,6,A9,Z,12.8,8.5,10.8,253
2019,Mercedes-Benz,S 560 Cabriolet,Subcompact,4,8,A9,Z,13.8,9.2,11.7,275
2019,Mercedes-Benz,S 560 4MATIC,Full-size,4,8,A9,Z,13.5,8.6,11.3,265
2019,Mercedes-Benz,S 560 4MATIC SWB,Mid-size,4,8,A9,Z,13.5,8.6,11.3,265
2019,Mercedes-Benz,SL 450,Two-seater,3,6,A9,Z,11.8,8.5,10.3,241
2019,Mercedes-Benz,SL 550,Two-seater,4.7,8,A9,Z,13.5,9.3,11.6,270
2019,Mercedes-Benz,SLC 300,Two-seater,2,4,A9,Z,10,7.3,8.8,205
2019,MINI,Cooper 3 Door,Subcompact,1.5,3,AS6,Z,8.8,6.8,7.9,184
2019,MINI,Cooper 3 Door,Subcompact,1.5,3,M6,Z,8.5,6.2,7.5,175
2019,MINI,Cooper 5 Door,Subcompact,1.5,3,AS6,Z,8.8,6.8,7.9,184
2019,MINI,Cooper 5 Door,Subcompact,1.5,3,M6,Z,8.4,6.3,7.5,175
2019,MINI,Cooper Clubman ALL4,Mid-size,1.5,3,AS8,Z,10.2,7.6,9,212
2019,MINI,Cooper Clubman ALL4,Mid-size,1.5,3,M6,Z,10.5,7.4,9.1,214
2019,MINI,Cooper Convertible,Minicompact,1.5,3,AS6,Z,8.8,6.8,7.9,184
2019,MINI,Cooper Convertible,Minicompact,1.5,3,M6,Z,8.4,6.3,7.5,175
2019,MINI,Cooper Countryman ALL4,Station wagon: Small,1.5,3,AS8,Z,10.3,7.9,9.2,215
2019,MINI,Cooper Countryman ALL4,Station wagon: Small,1.5,3,M6,Z,10.5,7.4,9.1,214
2019,MINI,Cooper S 3 Door,Subcompact,2,4,AS6,Z,9.3,7.3,8.4,197
2019,MINI,Cooper S 3 Door,Subcompact,2,4,M6,Z,10.2,7.4,9,210
2019,MINI,Cooper S 5 Door,Subcompact,2,4,AS6,Z,9.3,7.3,8.4,197
